,Name,Label,Formula,Sample,Intensity_x,Unlabeled Fragment,NA Corrected,Intensity_y,NA Corrected with zero,Pool_total,Fractional enrichment
0,Glycine,C12 PARENT,C2H5NO2,SAMPLE_2_10,1527025.0,Glycine,1575870.5481580053,1527025.0,1575870.5481580053,1584735.453851556,0.9944060659007753
1,Glycine,C13-label-1,C2H5NO2,SAMPLE_2_10,50854.17,Glycine,8864.905693550587,50854.17,8864.905693550587,1584735.453851556,0.005593934099224723
2,Glycine,C13-label-2,C2H5NO2,SAMPLE_2_10,0.0,Glycine,-6705.847473469451,0.0,0.0,1584735.453851556,0.0
3,Pyruvic acid,C12 PARENT,C3H4O3,SAMPLE_2_10,260324.9,Pyruvic acid,271300.0378701704,260324.9,271300.0378701704,271320.7911637544,0.9999235101243255
4,Pyruvic acid,C13-label-1,C3H4O3,SAMPLE_2_10,0.0,Pyruvic acid,-9518.009434145051,0.0,0.0,271320.7911637544,0.0
5,Pyruvic acid,C13-label-2,C3H4O3,SAMPLE_2_10,0.0,Pyruvic acid,-1484.166961026269,0.0,0.0,271320.7911637544,0.0
6,Pyruvic acid,C13-label-3,C3H4O3,SAMPLE_2_10,0.0,Pyruvic acid,20.753293584062643,0.0,20.753293584062643,271320.7911637544,7.648987567464776e-05
7,L-Alanine,C12 PARENT,C3H7NO2,SAMPLE_2_10,1398106.0,L-Alanine,1459460.725284347,1398106.0,1459460.725284347,1618762.147479422,0.9015905935018783
8,L-Alanine,C13-label-1,C3H7NO2,SAMPLE_2_10,56777.94,L-Alanine,2124.110106321868,56777.94,2124.110106321868,1618762.147479422,0.001312181724553743
9,L-Alanine,C13-label-2,C3H7NO2,SAMPLE_2_10,160429.3,L-Alanine,157177.31208875275,160429.3,157177.31208875275,1618762.147479422,0.0970972247735678
10,L-Alanine,C13-label-3,C3H7NO2,SAMPLE_2_10,0.0,L-Alanine,-2827.5164460710944,0.0,0.0,1618762.147479422,0.0
11,L-Lactic acid,C12 PARENT,C3H6O3,SAMPLE_2_10,17000000.0,L-Lactic acid,17722025.76612957,17000000.0,17722025.76612957,24207315.402634483,0.7320938101298453
12,L-Lactic acid,C13-label-1,C3H6O3,SAMPLE_2_10,985443.7,L-Lactic acid,388894.99191294744,985443.7,388894.99191294744,24207315.402634483,0.016065184653669774
13,L-Lactic acid,C13-label-2,C3H6O3,SAMPLE_2_10,6040800.0,L-Lactic acid,6036851.903074173,6040800.0,6036851.903074173,24207315.402634483,0.24938130489336222
14,L-Lactic acid,C13-label-3,C3H6O3,SAMPLE_2_10,143973.7,L-Lactic acid,59542.74151779366,143973.7,59542.74151779366,24207315.402634483,0.002459700323122721
15,L-Serine,C12 PARENT,C3H7NO3,SAMPLE_2_10,1878980.0,L-Serine,1966156.2580103443,1878980.0,1966156.2580103443,1996057.9801897095,0.9850196124180104
16,L-Serine,C13-label-1,C3H7NO3,SAMPLE_2_10,80513.45,L-Serine,6435.196449539471,80513.45,6435.196449539471,1996057.9801897095,0.003223952667410922
17,L-Serine,C13-label-2,C3H7NO3,SAMPLE_2_10,35510.25,L-Serine,23466.525729825677,35510.25,23466.525729825677,1996057.9801897095,0.01175643491457867
18,L-Serine,C13-label-3,C3H7NO3,SAMPLE_2_10,0.0,L-Serine,-891.3161582024877,0.0,0.0,1996057.9801897095,0.0
19,Glyceric acid,C12 PARENT,C3H6O4,SAMPLE_2_10,1398985.0,Glyceric acid,1461911.4236773408,1398985.0,1461911.4236773408,1465822.9062672032,0.9973315449136874
20,Glyceric acid,C13-label-1,C3H6O4,SAMPLE_2_10,54397.28,Glyceric acid,3911.4825898623467,54397.28,3911.4825898623467,1465822.9062672032,0.0026684550863126755
21,Glyceric acid,C13-label-2,C3H6O4,SAMPLE_2_10,10650.4,Glyceric acid,-1342.2165063204432,10650.4,0.0,1465822.9062672032,0.0
22,Glyceric acid,C13-label-3,C3H6O4,SAMPLE_2_10,0.0,Glyceric acid,-422.24479338011776,0.0,0.0,1465822.9062672032,0.0
23,Uracil,C12 PARENT,C4H4N2O2,SAMPLE_2_10,88276.95,Uracil,93479.86783894789,88276.95,93479.86783894789,108016.86146385764,0.8654192185562268
24,Uracil,C13-label-1,C4H4N2O2,SAMPLE_2_10,2251.887,Uracil,-2589.959559681832,2251.887,0.0,108016.86146385764,0.0
25,Uracil,C13-label-2,C4H4N2O2,SAMPLE_2_10,14390.18,Uracil,14536.993624909752,14390.18,14536.993624909752,108016.86146385764,0.1345807814437732
26,Uracil,C13-label-3,C4H4N2O2,SAMPLE_2_10,0.0,Uracil,-455.3023681727655,0.0,0.0,108016.86146385764,0.0
27,Uracil,C13-label-4,C4H4N2O2,SAMPLE_2_10,0.0,Uracil,-53.29073556660951,0.0,0.0,108016.86146385764,0.0
28,Creatinine,C12 PARENT,C4H7N3O,SAMPLE_2_10,193143.8,Creatinine,204865.91627124907,193143.8,204865.91627124907,204870.54563363342,0.9999774034751066
29,Creatinine,C13-label-1,C4H7N3O,SAMPLE_2_10,5946.606,Creatinine,-5348.430738798909,5946.606,0.0,204870.54563363342,0.0
30,Creatinine,C13-label-2,C4H7N3O,SAMPLE_2_10,0.0,Creatinine,-431.7200559909577,0.0,0.0,204870.54563363342,0.0
31,Creatinine,C13-label-3,C4H7N3O,SAMPLE_2_10,0.0,Creatinine,3.7146418608573377,0.0,3.7146418608573377,204870.54563363342,1.8131654061683272e-05
32,Creatinine,C13-label-4,C4H7N3O,SAMPLE_2_10,0.0,Creatinine,0.9147205234789154,0.0,0.9147205234789154,204870.54563363342,4.464870831723633e-06
33,L-Proline,C12 PARENT,C5H9NO2,SAMPLE_2_10,2312758.0,L-Proline,2469494.4198452993,2312758.0,2469494.4198452993,2481209.075412423,0.9952786503631595
34,L-Proline,C13-label-1,C5H9NO2,SAMPLE_2_10,111809.5,L-Proline,-33074.201417949596,111809.5,0.0,2481209.075412423,0.0
35,L-Proline,C13-label-2,C5H9NO2,SAMPLE_2_10,22587.88,L-Proline,11712.334965943177,22587.88,11712.334965943177,2481209.075412423,0.004720414366530709
36,L-Proline,C13-label-3,C5H9NO2,SAMPLE_2_10,0.0,L-Proline,-935.2046870371672,0.0,0.0,2481209.075412423,0.0
37,L-Proline,C13-label-4,C5H9NO2,SAMPLE_2_10,0.0,L-Proline,-44.47322990491632,0.0,0.0,2481209.075412423,0.0
38,L-Proline,C13-label-5,C5H9NO2,SAMPLE_2_10,0.0,L-Proline,2.3206011803288416,0.0,2.3206011803288416,2481209.075412423,9.35270309674776e-07
39,Fumaric acid,C12 PARENT,C4H4O4,SAMPLE_2_10,715794.8,Fumaric acid,756160.288855031,715794.8,756160.288855031,764740.7695448346,0.9887798832865801
40,Fumaric acid,C13-label-1,C4H4O4,SAMPLE_2_10,13834.82,Fumaric acid,-20768.775497761846,13834.82,0.0,764740.7695448346,0.0
41,Fumaric acid,C13-label-2,C4H4O4,SAMPLE_2_10,13946.07,Fumaric acid,8580.480689803611,13946.07,8580.480689803611,764740.7695448346,0.01122011671341992
42,Fumaric acid,C13-label-3,C4H4O4,SAMPLE_2_10,0.0,Fumaric acid,-316.3753967359039,0.0,0.0,764740.7695448346,0.0
43,Fumaric acid,C13-label-4,C4H4O4,SAMPLE_2_10,0.0,Fumaric acid,-81.13930414014959,0.0,0.0,764740.7695448346,0.0
44,L-Valine,C12 PARENT,C5H11NO2,SAMPLE_2_10,12100000.0,L-Valine,12923898.117414435,12100000.0,12923898.117414435,12923914.45696978,0.9999987357115834
45,L-Valine,C13-label-1,C5H11NO2,SAMPLE_2_10,730215.6,L-Valine,-23512.783907579087,730215.6,0.0,12923914.45696978,0.0
46,L-Valine,C13-label-2,C5H11NO2,SAMPLE_2_10,55442.96,L-Valine,-11952.212398987645,55442.96,0.0,12923914.45696978,0.0
47,L-Valine,C13-label-3,C5H11NO2,SAMPLE_2_10,0.0,L-Valine,-2791.0936520268046,0.0,0.0,12923914.45696978,0.0
48,L-Valine,C13-label-4,C5H11NO2,SAMPLE_2_10,0.0,L-Valine,6.804960403827177,0.0,6.804960403827177,12923914.45696978,5.26540192329833e-07
49,L-Valine,C13-label-5,C5H11NO2,SAMPLE_2_10,0.0,L-Valine,9.53459494108193,0.0,9.53459494108193,12923914.45696978,7.377482242572403e-07
50,Succinic acid,C12 PARENT,C4H6O4,SAMPLE_2_10,161000000.0,Succinic acid,170130234.6242631,161000000.0,170130234.6242631,170130234.6242631,1.0
51,Succinic acid,C13-label-1,C4H6O4,SAMPLE_2_10,7189216.0,Succinic acid,-462469.870180687,7189216.0,0.0,170130234.6242631,0.0
52,Succinic acid,C13-label-2,C4H6O4,SAMPLE_2_10,1301198.0,Succinic acid,-117950.02848616114,1301198.0,0.0,170130234.6242631,0.0
53,Succinic acid,C13-label-3,C4H6O4,SAMPLE_2_10,18066.59,Succinic acid,-38065.63371114855,18066.59,0.0,170130234.6242631,0.0
54,Succinic acid,C13-label-4,C4H6O4,SAMPLE_2_10,0.0,Succinic acid,-3448.3566199426577,0.0,0.0,170130234.6242631,0.0
55,L-Threonine,C12 PARENT,C4H9NO3,SAMPLE_2_10,6848604.0,L-Threonine,7248962.429209908,6848604.0,7248962.429209908,7248962.984102351,0.9999999234521622
56,L-Threonine,C13-label-1,C4H9NO3,SAMPLE_2_10,284366.9,L-Threonine,-68406.04762607178,284366.9,0.0,7248962.984102351,0.0
57,L-Threonine,C13-label-2,C4H9NO3,SAMPLE_2_10,31951.5,L-Threonine,-14275.637172896464,31951.5,0.0,7248962.984102351,0.0
58,L-Threonine,C13-label-3,C4H9NO3,SAMPLE_2_10,0.0,L-Threonine,-1366.0534514033566,0.0,0.0,7248962.984102351,0.0
59,L-Threonine,C13-label-4,C4H9NO3,SAMPLE_2_10,0.0,L-Threonine,0.55489244352162,0.0,0.55489244352162,7248962.984102351,7.654783790985699e-08
60,Purine,C12 PARENT,C5H4N4,SAMPLE_2_10,318071.6,Purine,341419.8206275718,318071.6,341419.8206275718,341432.0955600987,0.9999640486858542
61,Purine,C13-label-1,C5H4N4,SAMPLE_2_10,15518.62,Purine,-7557.975772683778,15518.62,0.0,341432.0955600987,0.0
62,Purine,C13-label-2,C5H4N4,SAMPLE_2_10,0.0,Purine,-283.73342482512226,0.0,0.0,341432.0955600987,0.0
63,Purine,C13-label-3,C5H4N4,SAMPLE_2_10,0.0,Purine,12.274061956617109,0.0,12.274061956617109,341432.0955600987,3.5948764384561596e-05
64,Purine,C13-label-4,C5H4N4,SAMPLE_2_10,0.0,Purine,-0.16636205684621364,0.0,0.0,341432.0955600987,0.0
65,Purine,C13-label-5,C5H4N4,SAMPLE_2_10,0.0,Purine,0.0008705703039774733,0.0,0.0008705703039774733,341432.0955600987,2.5497611832577e-09
66,L-Cysteine,C12 PARENT,C3H7NO2S,SAMPLE_2_10,11842.79,L-Cysteine,13013.158992304567,11842.79,13013.158992304567,13032.714442009998,0.9984995106128931
67,L-Cysteine,C13-label-1,C3H7NO2S,SAMPLE_2_10,0.0,L-Cysteine,-606.6165589068189,0.0,0.0,13032.714442009998,0.0
68,L-Cysteine,C13-label-2,C3H7NO2S,SAMPLE_2_10,0.0,L-Cysteine,-608.6977987541519,0.0,0.0,13032.714442009998,0.0
69,L-Cysteine,C13-label-3,C3H7NO2S,SAMPLE_2_10,0.0,L-Cysteine,19.55544970543172,0.0,19.55544970543172,13032.714442009998,0.0015004893871069687
70,Itaconic acid,C12 PARENT,C5H6O4,SAMPLE_2_10,12500000.0,Itaconic acid,13357133.327784931,12500000.0,13357133.327784931,13357359.724826276,0.9999830507640725
71,Itaconic acid,C13-label-1,C5H6O4,SAMPLE_2_10,622162.4,Itaconic acid,-116950.7616850467,622162.4,0.0,13357359.724826276,0.0
72,Itaconic acid,C13-label-2,C5H6O4,SAMPLE_2_10,50378.76,Itaconic acid,-64951.24171507626,50378.76,0.0,13357359.724826276,0.0
73,Itaconic acid,C13-label-3,C5H6O4,SAMPLE_2_10,0.0,Itaconic acid,-2916.388824296255,0.0,0.0,13357359.724826276,0.0
74,Itaconic acid,C13-label-4,C5H6O4,SAMPLE_2_10,0.0,Itaconic acid,203.45279108750907,0.0,203.45279108750907,13357359.724826276,1.5231512460457835e-05
75,Itaconic acid,C13-label-5,C5H6O4,SAMPLE_2_10,0.0,Itaconic acid,22.944250257827154,0.0,22.944250257827154,13357359.724826276,1.71772346709975e-06
76,Ketoleucine,C12 PARENT,C6H10O3,SAMPLE_2_10,7922756.0,Ketoleucine,8545632.038260926,7922756.0,8545632.038260926,8545756.426954541,0.9999854443904785
77,Ketoleucine,C13-label-1,C6H10O3,SAMPLE_2_10,518099.3,Ketoleucine,-39353.971186684685,518099.3,0.0,8545756.426954541,0.0
78,Ketoleucine,C13-label-2,C6H10O3,SAMPLE_2_10,28696.48,Ketoleucine,-35046.44986106684,28696.48,0.0,8545756.426954541,0.0
79,Ketoleucine,C13-label-3,C6H10O3,SAMPLE_2_10,0.0,Ketoleucine,-1804.0618826366708,0.0,0.0,8545756.426954541,0.0
80,Ketoleucine,C13-label-4,C6H10O3,SAMPLE_2_10,0.0,Ketoleucine,113.46275433053651,0.0,113.46275433053651,8545756.426954541,1.3277087324026545e-05
81,Ketoleucine,C13-label-5,C6H10O3,SAMPLE_2_10,0.0,Ketoleucine,10.92593928567742,0.0,10.92593928567742,8545756.426954541,1.2785221974283563e-06
82,Ketoleucine,C13-label-6,C6H10O3,SAMPLE_2_10,0.0,Ketoleucine,-0.1219585734310553,0.0,0.0,8545756.426954541,0.0
83,5-Aminolevulinic acid,C12 PARENT,C5H9NO3,SAMPLE_2_10,84321.41,5-Aminolevulinic acid,90252.507512474,84321.41,90252.507512474,90306.15243331261,0.9994059660455777
84,5-Aminolevulinic acid,C13-label-1,C5H9NO3,SAMPLE_2_10,5300.347,5-Aminolevulinic acid,50.85419747789488,5300.347,50.85419747789488,90306.15243331261,0.0005631310393325484
85,5-Aminolevulinic acid,C13-label-2,C5H9NO3,SAMPLE_2_10,0.0,5-Aminolevulinic acid,-676.2170607185576,0.0,0.0,90306.15243331261,0.0
86,5-Aminolevulinic acid,C13-label-3,C5H9NO3,SAMPLE_2_10,0.0,5-Aminolevulinic acid,-8.170307911479789,0.0,0.0,90306.15243331261,0.0
87,5-Aminolevulinic acid,C13-label-4,C5H9NO3,SAMPLE_2_10,0.0,5-Aminolevulinic acid,2.704648997756833,0.0,2.704648997756833,90306.15243331261,2.9949775567662515e-05
88,5-Aminolevulinic acid,C13-label-5,C5H9NO3,SAMPLE_2_10,0.0,5-Aminolevulinic acid,0.08607436297109147,0.0,0.08607436297109147,90306.15243331261,9.531395220791169e-07
89,Creatine,C12 PARENT,C4H9N3O2,SAMPLE_2_10,1001801.0,Creatine,1065477.4368778598,1001801.0,1065477.4368778598,1065972.300400826,0.9995357632437728
90,Creatine,C13-label-1,C4H9N3O2,SAMPLE_2_10,29872.51,Creatine,-29576.724876390144,29872.51,0.0,1065972.300400826,0.0
91,Creatine,C13-label-2,C4H9N3O2,SAMPLE_2_10,4586.661,Creatine,494.863522966104,4586.661,494.863522966104,1065972.300400826,0.0004642367562271795
92,Creatine,C13-label-3,C4H9N3O2,SAMPLE_2_10,0.0,Creatine,-132.5234921154371,0.0,0.0,1065972.300400826,0.0
93,Creatine,C13-label-4,C4H9N3O2,SAMPLE_2_10,0.0,Creatine,-3.3314881742078906,0.0,0.0,1065972.300400826,0.0
94,L-Isoleucine,C12 PARENT,C6H13NO2,SAMPLE_2_10,10400000.0,L-Isoleucine,11236198.836642759,10400000.0,11236198.836642759,11236286.749844193,0.9999921759560438
95,L-Isoleucine,C13-label-1,C6H13NO2,SAMPLE_2_10,691432.1,L-Isoleucine,-80324.04642975614,691432.1,0.0,11236286.749844193,0.0
96,L-Isoleucine,C13-label-2,C6H13NO2,SAMPLE_2_10,35627.14,L-Isoleucine,-27076.893762050888,35627.14,0.0,11236286.749844193,0.0
97,L-Isoleucine,C13-label-3,C6H13NO2,SAMPLE_2_10,0.0,L-Isoleucine,-1826.4912387218196,0.0,0.0,11236286.749844193,0.0
98,L-Isoleucine,C13-label-4,C6H13NO2,SAMPLE_2_10,0.0,L-Isoleucine,80.374750309316,0.0,80.374750309316,11236286.749844193,7.1531416115230865e-06
99,L-Isoleucine,C13-label-5,C6H13NO2,SAMPLE_2_10,0.0,L-Isoleucine,7.538451126108015,0.0,7.538451126108015,11236286.749844193,6.709023446925245e-07
100,L-Isoleucine,C13-label-6,C6H13NO2,SAMPLE_2_10,0.0,L-Isoleucine,-0.055540297423300834,0.0,0.0,11236286.749844193,0.0
101,L-Leucine,C12 PARENT,C6H13NO2,SAMPLE_2_10,11200000.0,L-Leucine,12100521.824076816,11200000.0,12100521.824076816,12100610.143051969,0.9999927012791827
102,L-Leucine,C13-label-1,C6H13NO2,SAMPLE_2_10,741061.4,L-Leucine,-90303.9963503098,741061.4,0.0,12100610.143051969,0.0
103,L-Leucine,C13-label-2,C6H13NO2,SAMPLE_2_10,40299.32,L-Leucine,-26883.97150220041,40299.32,0.0,12100610.143051969,0.0
104,L-Leucine,C13-label-3,C6H13NO2,SAMPLE_2_10,0.0,L-Leucine,-2061.3931756962666,0.0,0.0,12100610.143051969,0.0
105,L-Leucine,C13-label-4,C6H13NO2,SAMPLE_2_10,0.0,L-Leucine,80.0228999359722,0.0,80.0228999359722,12100610.143051969,6.613129337277297e-06
106,L-Leucine,C13-label-5,C6H13NO2,SAMPLE_2_10,0.0,L-Leucine,8.296075214676582,0.0,8.296075214676582,12100610.143051969,6.85591479818073e-07
107,L-Leucine,C13-label-6,C6H13NO2,SAMPLE_2_10,0.0,L-Leucine,-0.037274910984956194,0.0,0.0,12100610.143051969,0.0
108,L-Asparagine,C12 PARENT,C4H8N2O3,SAMPLE_2_10,1939928.0,L-Asparagine,2060442.6798686322,1939928.0,2060442.6798686322,2060446.6799721844,0.9999980586231175
109,L-Asparagine,C13-label-1,C4H8N2O3,SAMPLE_2_10,81908.38,L-Asparagine,-25072.465420815024,81908.38,0.0,2060446.6799721844,0.0
110,L-Asparagine,C13-label-2,C4H8N2O3,SAMPLE_2_10,8665.765,L-Asparagine,-4505.0125466662275,8665.765,0.0,2060446.6799721844,0.0
111,L-Asparagine,C13-label-3,C4H8N2O3,SAMPLE_2_10,0.0,L-Asparagine,-369.09352372367675,0.0,0.0,2060446.6799721844,0.0
112,L-Asparagine,C13-label-4,C4H8N2O3,SAMPLE_2_10,0.0,L-Asparagine,4.000103552218885,0.0,4.000103552218885,2060446.6799721844,1.9413768825470824e-06
113,Ornithine,C12 PARENT,C5H12N2O2,SAMPLE_2_10,330805.5,Ornithine,354660.07954054006,330805.5,354660.07954054006,354715.4657424037,0.9998438573808793
114,Ornithine,C13-label-1,C5H12N2O2,SAMPLE_2_10,0.0,Ornithine,-23130.616583154933,0.0,0.0,354715.4657424037,0.0
115,Ornithine,C13-label-2,C5H12N2O2,SAMPLE_2_10,0.0,Ornithine,-779.2553180426289,0.0,0.0,354715.4657424037,0.0
116,Ornithine,C13-label-3,C5H12N2O2,SAMPLE_2_10,0.0,Ornithine,52.15561551670766,0.0,52.15561551670766,354715.4657424037,0.0001470350761491278
117,Ornithine,C13-label-4,C5H12N2O2,SAMPLE_2_10,0.0,Ornithine,3.2305863469273377,0.0,3.2305863469273377,354715.4657424037,9.107542971564164e-06
118,Ornithine,C13-label-5,C5H12N2O2,SAMPLE_2_10,0.0,Ornithine,-0.08345507688714465,0.0,0.0,354715.4657424037,0.0
119,L-Aspartic acid,C12 PARENT,C4H7NO4,SAMPLE_2_10,0.0,L-Aspartic acid,0.0,0.0,0.0,0.0,0.0
120,L-Aspartic acid,C13-label-1,C4H7NO4,SAMPLE_2_10,0.0,L-Aspartic acid,0.0,0.0,0.0,0.0,0.0
121,L-Aspartic acid,C13-label-2,C4H7NO4,SAMPLE_2_10,0.0,L-Aspartic acid,0.0,0.0,0.0,0.0,0.0
122,L-Aspartic acid,C13-label-3,C4H7NO4,SAMPLE_2_10,0.0,L-Aspartic acid,0.0,0.0,0.0,0.0,0.0
123,L-Aspartic acid,C13-label-4,C4H7NO4,SAMPLE_2_10,0.0,L-Aspartic acid,0.0,0.0,0.0,0.0,0.0
124,L-Malic acid,C12 PARENT,C4H6O5,SAMPLE_2_10,19100000.0,L-Malic acid,20231708.15748745,19100000.0,20231708.15748745,20754840.090381023,0.9747947018326572
125,L-Malic acid,C13-label-1,C4H6O5,SAMPLE_2_10,1029545.0,L-Malic acid,122034.7493647298,1029545.0,122034.7493647298,20754840.090381023,0.0058798212288461655
126,L-Malic acid,C13-label-2,C4H6O5,SAMPLE_2_10,599931.6,L-Malic acid,401097.1835288451,599931.6,401097.1835288451,20754840.090381023,0.019325476938496695
127,L-Malic acid,C13-label-3,C4H6O5,SAMPLE_2_10,14995.53,L-Malic acid,-5402.930722079776,14995.53,0.0,20754840.090381023,0.0
128,L-Malic acid,C13-label-4,C4H6O5,SAMPLE_2_10,0.0,L-Malic acid,-4923.238342709327,0.0,0.0,20754840.090381023,0.0
129,Adenine,C12 PARENT,C5H5N5,SAMPLE_2_10,324959.5,Adenine,350126.11457459163,324959.5,350126.11457459163,350918.6568269741,0.9977415214695374
130,Adenine,C13-label-1,C5H5N5,SAMPLE_2_10,0.0,Adenine,-25946.55036351793,0.0,0.0,350918.6568269741,0.0
131,Adenine,C13-label-2,C5H5N5,SAMPLE_2_10,0.0,Adenine,792.4355090351994,0.0,792.4355090351994,350918.6568269741,0.002258174347868663
132,Adenine,C13-label-3,C5H5N5,SAMPLE_2_10,0.0,Adenine,-12.606054259195334,0.0,0.0,350918.6568269741,0.0
133,Adenine,C13-label-4,C5H5N5,SAMPLE_2_10,0.0,Adenine,0.10674334733611587,0.0,0.10674334733611587,350918.6568269741,3.04182594055543e-07
134,Adenine,C13-label-5,C5H5N5,SAMPLE_2_10,0.0,Adenine,-0.00040937138263374886,0.0,0.0,350918.6568269741,0.0
135,Hypoxanthine,C12 PARENT,C5H4N4O,SAMPLE_2_10,64579.2,Hypoxanthine,69486.43912616806,64579.2,69486.43912616806,69497.56486614067,0.999839911801312
136,Hypoxanthine,C13-label-1,C5H4N4O,SAMPLE_2_10,0.0,Hypoxanthine,-4918.3578957326845,0.0,0.0,69497.56486614067,0.0
137,Hypoxanthine,C13-label-2,C5H4N4O,SAMPLE_2_10,0.0,Hypoxanthine,6.425124841208757,0.0,6.425124841208757,69497.56486614067,9.245107873325052e-05
138,Hypoxanthine,C13-label-3,C5H4N4O,SAMPLE_2_10,0.0,Hypoxanthine,4.534723523639372,0.0,4.534723523639372,69497.56486614067,6.525010671055465e-05
139,Hypoxanthine,C13-label-4,C5H4N4O,SAMPLE_2_10,0.0,Hypoxanthine,0.16589160777900805,0.0,0.16589160777900805,69497.56486614067,2.387013244255853e-06
140,Hypoxanthine,C13-label-5,C5H4N4O,SAMPLE_2_10,0.0,Hypoxanthine,-0.006491249202586465,0.0,0.0,69497.56486614067,0.0
141,Phenylacetic acid,C12 PARENT,C8H8O2,SAMPLE_2_10,70614.88,Phenylacetic acid,77675.76190041022,70614.88,77675.76190041022,1333321.333917132,0.05825734571591118
142,Phenylacetic acid,C13-label-1,C8H8O2,SAMPLE_2_10,0.0,Phenylacetic acid,-7051.396444003184,0.0,0.0,1333321.333917132,0.0
143,Phenylacetic acid,C13-label-2,C8H8O2,SAMPLE_2_10,0.0,Phenylacetic acid,-24.481962112237746,0.0,0.0,1333321.333917132,0.0
144,Phenylacetic acid,C13-label-3,C8H8O2,SAMPLE_2_10,0.0,Phenylacetic acid,14.650019737990585,0.0,14.650019737990585,1333321.333917132,1.0987613687205206e-05
145,Phenylacetic acid,C13-label-4,C8H8O2,SAMPLE_2_10,0.0,Phenylacetic acid,0.3819010859010973,0.0,0.3819010859010973,1333321.333917132,2.8642839215594e-07
146,Phenylacetic acid,C13-label-5,C8H8O2,SAMPLE_2_10,0.0,Phenylacetic acid,-0.03380620249860372,0.0,0.0,1333321.333917132,0.0
147,Phenylacetic acid,C13-label-6,C8H8O2,SAMPLE_2_10,0.0,Phenylacetic acid,-0.0016680997011691964,0.0,0.0,1333321.333917132,0.0
148,Phenylacetic acid,C13-label-7,C8H8O2,SAMPLE_2_10,0.0,Phenylacetic acid,5.384678505807868e-05,0.0,5.384678505807868e-05,1333321.333917132,4.038545224494648e-11
149,Phenylacetic acid,C13-label-8,C8H8O2,SAMPLE_2_10,1248112.0,Phenylacetic acid,1255630.540042051,1248112.0,1255630.540042051,1333321.333917132,0.941731380201624
150,Oxoglutaric acid,C12 PARENT,C5H6O5,SAMPLE_2_10,1394487.0,Oxoglutaric acid,1493692.7652656627,1394487.0,1493692.7652656627,1493792.1187918067,0.9999334890545383
151,Oxoglutaric acid,C13-label-1,C5H6O5,SAMPLE_2_10,65967.84,Oxoglutaric acid,-17314.333120358573,65967.84,0.0,1493792.1187918067,0.0
152,Oxoglutaric acid,C13-label-2,C5H6O5,SAMPLE_2_10,0.0,Oxoglutaric acid,-15907.817709561261,0.0,0.0,1493792.1187918067,0.0
153,Oxoglutaric acid,C13-label-3,C5H6O5,SAMPLE_2_10,0.0,Oxoglutaric acid,-114.69983075737197,0.0,0.0,1493792.1187918067,0.0
154,Oxoglutaric acid,C13-label-4,C5H6O5,SAMPLE_2_10,0.0,Oxoglutaric acid,96.68157013207538,0.0,96.68157013207538,1493792.1187918067,6.472223873444475e-05
155,Oxoglutaric acid,C13-label-5,C5H6O5,SAMPLE_2_10,0.0,Oxoglutaric acid,2.671956012087474,0.0,2.671956012087474,1493792.1187918067,1.788706727311279e-06
156,L-Glutamine,C12 PARENT,C5H10N2O3,SAMPLE_2_10,42200000.0,L-Glutamine,45338306.901894785,42200000.0,45338306.901894785,45344992.422731765,0.999852563194307
157,L-Glutamine,C13-label-1,C5H10N2O3,SAMPLE_2_10,2363235.0,L-Glutamine,-450648.81273135246,2363235.0,0.0,45344992.422731765,0.0
158,L-Glutamine,C13-label-2,C5H10N2O3,SAMPLE_2_10,278562.7,L-Glutamine,-31718.538038201077,278562.7,0.0,45344992.422731765,0.0
159,L-Glutamine,C13-label-3,C5H10N2O3,SAMPLE_2_10,19917.4,L-Glutamine,6685.520836977369,19917.4,6685.520836977369,45344992.422731765,0.000147436805692923
160,L-Glutamine,C13-label-4,C5H10N2O3,SAMPLE_2_10,0.0,L-Glutamine,-865.9933778951087,0.0,0.0,45344992.422731765,0.0
161,L-Glutamine,C13-label-5,C5H10N2O3,SAMPLE_2_10,0.0,L-Glutamine,-48.183160637047,0.0,0.0,45344992.422731765,0.0
162,L-Lysine,C12 PARENT,C6H14N2O2,SAMPLE_2_10,693671.2,L-Lysine,752265.5444193892,693671.2,752265.5444193892,752347.9758502257,0.9998904344352847
163,L-Lysine,C13-label-1,C6H14N2O2,SAMPLE_2_10,24133.25,L-Lysine,-31754.172163874224,24133.25,0.0,752347.9758502257,0.0
164,L-Lysine,C13-label-2,C6H14N2O2,SAMPLE_2_10,0.0,L-Lysine,-2789.306749857882,0.0,0.0,752347.9758502257,0.0
165,L-Lysine,C13-label-3,C6H14N2O2,SAMPLE_2_10,0.0,L-Lysine,73.01252747262784,0.0,73.01252747262784,752347.9758502257,9.704622038773568e-05
166,L-Lysine,C13-label-4,C6H14N2O2,SAMPLE_2_10,0.0,L-Lysine,9.418903363869951,0.0,9.418903363869951,752347.9758502257,1.2519344327637332e-05
167,L-Lysine,C13-label-5,C6H14N2O2,SAMPLE_2_10,0.0,L-Lysine,-0.020248988394557542,0.0,0.0,752347.9758502257,0.0
168,L-Lysine,C13-label-6,C6H14N2O2,SAMPLE_2_10,0.0,L-Lysine,-0.02623864483407205,0.0,0.0,752347.9758502257,0.0
