,Name,Label,Formula,Sample,Intensity_x,Unlabeled Fragment,NA Corrected,Intensity_y,NA Corrected with zero,Pool_total,Fractional enrichment
0,Succ,C12 PARENT,C4H4O3,Sample1,0.572503,Succ,0.6026592017065608,0.572503,0.6026592017065608,1.0005728523848332,0.6023141646009503
1,Succ,C13-label-1,C4H4O3,Sample1,0.21913200000000002,Succ,0.20110945289258594,0.21913200000000002,0.20110945289258594,1.0005728523848332,0.20099431282114844
2,Succ,C13-label-2,C4H4O3,Sample1,0.12248099999999999,Succ,0.11519707447769709,0.12248099999999999,0.11519707447769709,1.0005728523848332,0.1151311213402688
3,Succ,C13-label-3,C4H4O3,Sample1,0.054081,Succ,0.0509573416318733,0.054081,0.0509573416318733,1.0005728523848332,0.05092816730977471
4,Succ,C13-label-4,C4H4O3,Sample1,0.0318,Succ,0.030649781676115935,0.0318,0.030649781676115935,1.0005728523848332,0.030632233927857595
